SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,PREG_LACT,BREASTFEEDING,sum_ENERGY_kcal,WEEKEND,adm2_,adm2_7,adm2_9,adm2_5,adm2_4,adm2_6,adm2_1,adm2_3,adm2_8,adm2_2,adm2_10
1258,825,2,36,19,1,NA,1212,0,1,0,0,0,0,0,1,0,0,0,0
1275,10131,2,26,14,1,NA,1949,0,8,0,0,0,0,0,0,0,1,0,0
1329,968,2,57,13,NA,NA,1771,0,10,0,0,0,0,0,0,0,0,0,1
1331,3171,2,30,14,1,NA,1975,0,7,1,0,0,0,0,0,0,0,0,0
1351,6250,2,32,28,1,NA,1410,0,1,0,0,0,0,0,1,0,0,0,0
1376,9012,2,36,23,1,NA,1740,0,10,0,0,0,0,0,0,0,0,0,1
1396,788,2,48,9,1,NA,1839,0,10,0,0,0,0,0,0,0,0,0,1
1408,3782,2,36,4,1,NA,1433,0,1,0,0,0,0,0,1,0,0,0,0
1460,7030,2,45,4,1,NA,2679,0,1,0,0,0,0,0,1,0,0,0,0
1527,1318,2,20,8,1,NA,1784,0,7,1,0,0,0,0,0,0,0,0,0
1538,5678,2,35,26,1,NA,829,0,2,0,0,0,0,0,0,0,0,1,0
1540,8618,2,55,9,NA,NA,1908,0,10,0,0,0,0,0,0,0,0,0,1
1553,8274,2,30,28,1,NA,2323,0,4,0,0,0,1,0,0,0,0,0,0
1583,5646,2,30,2,1,NA,1795,0,6,0,0,0,0,1,0,0,0,0,0
1607,4381,2,50,15,NA,NA,1245,0,10,0,0,0,0,0,0,0,0,0,1
1651,171,2,32,30,1,NA,2028,0,1,0,0,0,0,0,1,0,0,0,0
1671,3078,2,32,6,1,NA,2132,0,6,0,0,0,0,1,0,0,0,0,0
1681,11640,2,45,16,1,NA,1422,0,3,0,0,0,0,0,0,1,0,0,0
1759,8790,2,55,15,NA,NA,948,0,8,0,0,0,0,0,0,0,1,0,0
1760,8158,2,20,2,1,NA,2365,0,8,0,0,0,0,0,0,0,1,0,0
1827,4709,2,50,11,NA,NA,1760,0,10,0,0,0,0,0,0,0,0,0,1
1842,9397,2,40,19,1,NA,1125,0,10,0,0,0,0,0,0,0,0,0,1
1866,11107,2,55,5,NA,NA,256,0,1,0,0,0,0,0,1,0,0,0,0
1908,11507,2,22,12,2,NA,1521,0,10,0,0,0,0,0,0,0,0,0,1
1924,2179,2,42,8,1,NA,2055,0,1,0,0,0,0,0,1,0,0,0,0
1946,7804,2,70,17,NA,NA,883,0,10,0,0,0,0,0,0,0,0,0,1
1983,9040,2,71,28,NA,NA,1148,0,3,0,0,0,0,0,0,1,0,0,0
1996,6245,2,70,3,NA,NA,1602,0,5,0,0,1,0,0,0,0,0,0,0
2004,5141,2,18,28,3,NA,1910,0,1,0,0,0,0,0,1,0,0,0,0
2028,11804,2,60,1,NA,NA,1139,1,1,0,0,0,0,0,1,0,0,0,0
2032,9494,2,45,27,1,NA,1833,0,3,0,0,0,0,0,0,1,0,0,0
2042,1772,2,19,14,2,NA,775,0,8,0,0,0,0,0,0,0,1,0,0
2099,2942,2,27,24,1,NA,1229,0,6,0,0,0,0,1,0,0,0,0,0
2111,1050,2,35,3,1,NA,1224,0,2,0,0,0,0,0,0,0,0,1,0
2127,1883,2,75,2,NA,NA,970,0,8,0,0,0,0,0,0,0,1,0,0
2143,1075,2,21,15,1,NA,543,0,8,0,0,0,0,0,0,0,1,0,0
2188,6128,2,60,28,NA,NA,1301,0,1,0,0,0,0,0,1,0,0,0,0
2196,5781,2,85,14,NA,NA,1016,0,7,1,0,0,0,0,0,0,0,0,0
2206,4113,2,35,8,1,NA,2744,0,6,0,0,0,0,1,0,0,0,0,0
2228,3334,2,40,8,1,NA,1933,0,6,0,0,0,0,1,0,0,0,0,0
2248,3623,2,31,19,1,NA,1287,0,8,0,0,0,0,0,0,0,1,0,0
2271,6043,2,25,24,2,NA,1573,0,9,0,1,0,0,0,0,0,0,0,0
2279,2804,2,19,11,1,NA,1822,0,10,0,0,0,0,0,0,0,0,0,1
2326,1212,2,50,19,NA,NA,1524,0,4,0,0,0,1,0,0,0,0,0,0
2329,1603,2,60,6,NA,NA,1583,0,1,0,0,0,0,0,1,0,0,0,0
2334,366,2,28,17,1,NA,2051,0,9,0,1,0,0,0,0,0,0,0,0
2355,10225,2,25,8,3,NA,1314,0,9,0,1,0,0,0,0,0,0,0,0
2411,582,2,45,15,1,NA,1557,0,10,0,0,0,0,0,0,0,0,0,1
2448,8808,2,26,2,1,NA,1761,0,5,0,0,1,0,0,0,0,0,0,0
2561,4753,2,45,9,1,NA,2271,0,10,0,0,0,0,0,0,0,0,0,1
2571,1624,2,24,9,1,NA,2320,0,10,0,0,0,0,0,0,0,0,0,1
2601,1053,2,32,1,1,NA,2748,1,2,0,0,0,0,0,0,0,0,1,0
2606,4145,2,22,28,1,NA,1151,0,1,0,0,0,0,0,1,0,0,0,0
2657,3282,2,21,26,1,NA,558,0,1,0,0,0,0,0,1,0,0,0,0
2690,3391,2,45,20,1,NA,1214,0,3,0,0,0,0,0,0,1,0,0,0
2713,478,2,55,5,NA,NA,869,0,9,0,1,0,0,0,0,0,0,0,0
2718,3075,2,28,19,1,NA,2092,0,4,0,0,0,1,0,0,0,0,0,0
2807,480,2,20,19,1,NA,606,0,8,0,0,0,0,0,0,0,1,0,0
2847,11105,2,37,28,1,NA,1040,0,7,1,0,0,0,0,0,0,0,0,0
2852,200,2,23,2,1,NA,1096,0,6,0,0,0,0,1,0,0,0,0,0
2859,4705,2,33,20,1,NA,1712,0,4,0,0,0,1,0,0,0,0,0,0
2884,4292,2,50,5,NA,NA,2088,0,5,0,0,1,0,0,0,0,0,0,0
2960,93,2,35,6,1,NA,1484,0,6,0,0,0,0,1,0,0,0,0,0
2980,5788,2,25,6,1,NA,1858,0,5,0,0,1,0,0,0,0,0,0,0
3002,1657,2,22,8,1,NA,1895,0,6,0,0,0,0,1,0,0,0,0,0
3010,10330,2,45,7,1,NA,1246,1,9,0,1,0,0,0,0,0,0,0,0
3044,8341,2,20,5,1,NA,1381,0,5,0,0,1,0,0,0,0,0,0,0
3059,8483,2,27,27,1,NA,1413,0,1,0,0,0,0,0,1,0,0,0,0
3065,11242,2,65,24,NA,NA,955,0,7,1,0,0,0,0,0,0,0,0,0
3069,2701,2,28,25,1,NA,1639,0,5,0,0,1,0,0,0,0,0,0,0
3088,11376,2,20,4,1,NA,1017,0,1,0,0,0,0,0,1,0,0,0,0
3097,8418,2,25,1,3,NA,931,1,1,0,0,0,0,0,1,0,0,0,0
3103,11826,2,55,22,NA,NA,1385,0,4,0,0,0,1,0,0,0,0,0,0
3108,4346,2,35,19,1,NA,709,0,8,0,0,0,0,0,0,0,1,0,0
3142,2473,2,80,6,NA,NA,575,0,5,0,0,1,0,0,0,0,0,0,0
3173,5059,2,45,29,1,NA,1444,0,1,0,0,0,0,0,1,0,0,0,0
3174,7884,2,25,20,1,NA,879,0,8,0,0,0,0,0,0,0,1,0,0
3194,6153,2,38,18,1,NA,2365,0,1,0,0,0,0,0,1,0,0,0,0
3204,152,2,21,29,3,NA,913,0,1,0,0,0,0,0,1,0,0,0,0
3220,2235,2,52,25,NA,NA,2239,0,3,0,0,0,0,0,0,1,0,0,0
3232,7199,2,19,30,1,NA,1542,0,1,0,0,0,0,0,1,0,0,0,0
3233,87,2,49,17,1,NA,1697,0,9,0,1,0,0,0,0,0,0,0,0
3262,9784,2,52,2,NA,NA,1526,0,2,0,0,0,0,0,0,0,0,1,0
3282,9797,2,25,8,3,NA,1012,0,7,1,0,0,0,0,0,0,0,0,0
3324,10384,2,23,30,2,NA,1282,0,1,0,0,0,0,0,1,0,0,0,0
3356,5568,2,50,16,NA,NA,516,0,3,0,0,0,0,0,0,1,0,0,0
3464,4107,2,75,13,NA,NA,1999,0,3,0,0,0,0,0,0,1,0,0,0
3471,8418,2,18,1,2,NA,850,1,1,0,0,0,0,0,1,0,0,0,0
3484,9047,2,28,23,1,NA,959,0,5,0,0,1,0,0,0,0,0,0,0
3488,6482,2,40,8,1,NA,1757,0,7,1,0,0,0,0,0,0,0,0,0
3509,2905,2,33,20,1,NA,898,0,4,0,0,0,1,0,0,0,0,0,0
3539,87,2,25,17,1,NA,1774,0,9,0,1,0,0,0,0,0,0,0,0
3588,5306,2,45,6,1,NA,1703,0,6,0,0,0,0,1,0,0,0,0,0
3608,5351,2,20,3,1,NA,988,0,7,1,0,0,0,0,0,0,0,0,0
3624,5967,2,24,24,1,NA,2543,0,1,0,0,0,0,0,1,0,0,0,0
3647,6729,2,22,30,3,NA,1326,0,1,0,0,0,0,0,1,0,0,0,0
3683,4021,2,34,4,1,NA,1969,0,5,0,0,1,0,0,0,0,0,0,0
3690,6453,2,25,28,1,NA,1223,0,4,0,0,0,1,0,0,0,0,0,0
3713,11746,2,48,8,1,NA,1802,0,6,0,0,0,0,1,0,0,0,0,0
3720,5005,2,45,24,1,NA,1231,0,1,0,0,0,0,0,1,0,0,0,0
3729,86,2,35,23,1,NA,1932,0,5,0,0,1,0,0,0,0,0,0,0
3733,5160,2,30,19,1,NA,1572,0,3,0,0,0,0,0,0,1,0,0,0
3744,4075,2,22,2,3,NA,954,0,1,0,0,0,0,0,1,0,0,0,0
3791,7811,2,19,20,1,NA,1456,0,3,0,0,0,0,0,0,1,0,0,0
3812,9529,2,25,9,1,NA,2126,0,7,1,0,0,0,0,0,0,0,0,0
3835,9515,2,32,2,1,NA,1058,0,8,0,0,0,0,0,0,0,1,0,0
3861,9739,2,35,19,1,NA,1387,0,3,0,0,0,0,0,0,1,0,0,0
3868,4410,2,20,22,1,NA,1921,0,7,1,0,0,0,0,0,0,0,0,0
3872,7679,2,50,19,NA,NA,1827,0,3,0,0,0,0,0,0,1,0,0,0
3905,2738,2,26,22,1,NA,1253,0,6,0,0,0,0,1,0,0,0,0,0
3913,10515,2,70,3,NA,NA,1264,0,5,0,0,1,0,0,0,0,0,0,0
3941,1530,2,34,31,1,NA,1725,0,7,1,0,0,0,0,0,0,0,0,0
3972,4893,2,50,7,NA,NA,2006,1,1,0,0,0,0,0,1,0,0,0,0
3983,8511,2,66,24,NA,NA,1775,0,1,0,0,0,0,0,1,0,0,0,0
4016,4685,2,40,21,1,NA,1729,0,10,0,0,0,0,0,0,0,0,0,1
4043,454,2,30,21,3,NA,3636,0,1,0,0,0,0,0,1,0,0,0,0
4080,4645,2,55,23,NA,NA,1395,0,5,0,0,1,0,0,0,0,0,0,0
4081,1553,2,44,20,1,NA,1129,0,4,0,0,0,1,0,0,0,0,0,0
4093,11507,2,60,12,NA,NA,1059,0,10,0,0,0,0,0,0,0,0,0,1
4134,9802,2,33,20,1,NA,1269,0,4,0,0,0,1,0,0,0,0,0,0
4138,10733,2,60,27,NA,NA,1742,0,5,0,0,1,0,0,0,0,0,0,0
4141,10570,2,55,9,NA,NA,1309,0,7,1,0,0,0,0,0,0,0,0,0
4143,5000,2,65,6,NA,NA,796,0,5,0,0,1,0,0,0,0,0,0,0
4222,9298,2,60,24,NA,NA,1666,0,9,0,1,0,0,0,0,0,0,0,0
4266,3325,2,28,2,1,NA,1754,0,5,0,0,1,0,0,0,0,0,0,0
4275,5169,2,50,22,NA,NA,1528,0,4,0,0,0,1,0,0,0,0,0,0
4276,7856,2,24,6,1,NA,1247,0,1,0,0,0,0,0,1,0,0,0,0
4286,7460,2,18,16,1,NA,368,0,8,0,0,0,0,0,0,0,1,0,0
4307,6466,2,35,24,1,NA,970,0,7,1,0,0,0,0,0,0,0,0,0
4314,6111,2,75,3,NA,NA,2595,0,5,0,0,1,0,0,0,0,0,0,0
4385,3290,2,19,24,2,NA,786,0,6,0,0,0,0,1,0,0,0,0,0
4431,5066,2,31,5,1,NA,1545,0,5,0,0,1,0,0,0,0,0,0,0
4452,10228,2,22,22,3,NA,1182,0,2,0,0,0,0,0,0,0,0,1,0
4461,884,2,55,3,NA,NA,1764,0,2,0,0,0,0,0,0,0,0,1,0
4503,11547,2,18,8,1,NA,1269,0,7,1,0,0,0,0,0,0,0,0,0
4517,6257,2,25,27,1,NA,2366,0,1,0,0,0,0,0,1,0,0,0,0
4523,6946,2,38,23,1,NA,1645,0,6,0,0,0,0,1,0,0,0,0,0
4581,10942,2,55,12,NA,NA,970,0,10,0,0,0,0,0,0,0,0,0,1
4586,9512,2,22,19,1,NA,1352,0,2,0,0,0,0,0,0,0,0,1,0
4588,8210,2,51,23,NA,NA,1298,0,5,0,0,1,0,0,0,0,0,0,0
4656,5570,2,22,5,2,NA,1162,0,9,0,1,0,0,0,0,0,0,0,0
4675,10335,2,50,18,NA,NA,2361,0,1,0,0,0,0,0,1,0,0,0,0
4686,9682,2,35,27,1,NA,2123,0,1,0,0,0,0,0,1,0,0,0,0
4726,2042,2,45,11,1,NA,1234,0,10,0,0,0,0,0,0,0,0,0,1
4753,4074,2,21,26,1,NA,1540,0,1,0,0,0,0,0,1,0,0,0,0
4755,1120,2,44,22,1,NA,1124,0,4,0,0,0,1,0,0,0,0,0,0
4759,8700,2,25,7,1,NA,1259,1,9,0,1,0,0,0,0,0,0,0,0
4761,5690,2,20,30,1,NA,1235,0,1,0,0,0,0,0,1,0,0,0,0
4778,4154,2,52,30,NA,NA,1812,0,5,0,0,1,0,0,0,0,0,0,0
4802,11131,2,36,20,1,NA,1091,0,4,0,0,0,1,0,0,0,0,0,0
4841,7685,2,60,19,NA,NA,706,0,8,0,0,0,0,0,0,0,1,0,0
4860,7277,2,25,5,1,NA,2304,0,5,0,0,1,0,0,0,0,0,0,0
4882,9507,2,50,9,NA,NA,1074,0,7,1,0,0,0,0,0,0,0,0,0
4902,6870,2,48,9,1,NA,1437,0,10,0,0,0,0,0,0,0,0,0,1
4920,4488,2,40,4,1,NA,2358,0,5,0,0,1,0,0,0,0,0,0,0
4935,643,2,45,8,1,NA,1207,0,6,0,0,0,0,1,0,0,0,0,0
4965,6800,2,21,9,1,NA,1794,0,10,0,0,0,0,0,0,0,0,0,1
4997,8175,2,45,12,1,NA,1045,0,7,1,0,0,0,0,0,0,0,0,0
5108,223,2,25,15,1,NA,1526,0,9,0,1,0,0,0,0,0,0,0,0
5129,9516,2,65,4,NA,NA,1812,0,5,0,0,1,0,0,0,0,0,0,0
5140,416,2,25,27,1,NA,2120,0,3,0,0,0,0,0,0,1,0,0,0
5143,2428,2,55,21,NA,NA,1639,0,5,0,0,1,0,0,0,0,0,0,0
5145,11024,2,40,30,1,NA,1324,0,2,0,0,0,0,0,0,0,0,1,0
5162,9872,2,53,29,NA,NA,1466,0,5,0,0,1,0,0,0,0,0,0,0
5169,5183,2,20,12,1,NA,1312,0,10,0,0,0,0,0,0,0,0,0,1
5175,3919,2,47,5,1,NA,1278,0,1,0,0,0,0,0,1,0,0,0,0
5179,7680,2,58,16,NA,NA,1531,0,3,0,0,0,0,0,0,1,0,0,0
5187,4007,2,20,21,1,NA,1795,0,5,0,0,1,0,0,0,0,0,0,0
5227,1318,2,46,8,1,NA,192,0,7,1,0,0,0,0,0,0,0,0,0
5243,797,2,21,27,1,NA,880,0,5,0,0,1,0,0,0,0,0,0,0
5246,11178,2,22,25,1,NA,256,0,1,0,0,0,0,0,1,0,0,0,0
5257,4158,2,80,2,NA,NA,1171,0,5,0,0,1,0,0,0,0,0,0,0
5288,995,2,27,24,1,NA,1085,0,6,0,0,0,0,1,0,0,0,0,0
5291,5915,2,50,19,NA,NA,1434,0,2,0,0,0,0,0,0,0,0,1,0
5306,9693,2,30,20,1,NA,1209,0,4,0,0,0,1,0,0,0,0,0,0
5314,6897,2,48,28,1,NA,2188,0,3,0,0,0,0,0,0,1,0,0,0
5335,9529,2,50,9,NA,NA,2353,0,7,1,0,0,0,0,0,0,0,0,0
5340,4943,2,23,3,1,NA,1175,0,5,0,0,1,0,0,0,0,0,0,0
5345,11364,2,26,4,1,NA,1274,0,5,0,0,1,0,0,0,0,0,0,0
5361,4849,2,45,13,1,NA,1226,0,3,0,0,0,0,0,0,1,0,0,0
5373,6209,2,26,29,1,NA,1913,0,1,0,0,0,0,0,1,0,0,0,0
5390,5646,2,50,2,NA,NA,1758,0,6,0,0,0,0,1,0,0,0,0,0
5406,6893,2,30,8,1,NA,845,0,7,1,0,0,0,0,0,0,0,0,0
5410,6273,2,50,26,NA,NA,1844,0,1,0,0,0,0,0,1,0,0,0,0
5427,7114,2,31,16,1,NA,1216,0,9,0,1,0,0,0,0,0,0,0,0
5437,11210,2,45,2,1,NA,992,0,6,0,0,0,0,1,0,0,0,0,0
5466,754,2,65,15,NA,NA,618,0,9,0,1,0,0,0,0,0,0,0,0
5469,2481,2,50,2,NA,NA,1883,0,6,0,0,0,0,1,0,0,0,0,0
5473,3225,2,67,19,NA,NA,1458,0,2,0,0,0,0,0,0,0,0,1,0
5505,5280,2,36,16,1,NA,1742,0,3,0,0,0,0,0,0,1,0,0,0
5534,589,2,39,15,1,NA,2005,0,9,0,1,0,0,0,0,0,0,0,0
5561,8058,2,24,11,2,NA,1340,0,10,0,0,0,0,0,0,0,0,0,1
5581,6189,2,32,18,1,NA,1614,0,3,0,0,0,0,0,0,1,0,0,0
5600,416,2,60,27,NA,NA,1015,0,3,0,0,0,0,0,0,1,0,0,0
5604,4399,2,60,26,NA,NA,1658,0,1,0,0,0,0,0,1,0,0,0,0
5614,10632,2,49,17,1,NA,1294,0,10,0,0,0,0,0,0,0,0,0,1
5686,2838,2,38,19,1,NA,2150,0,4,0,0,0,1,0,0,0,0,0,0
5737,541,2,18,5,1,NA,1040,0,5,0,0,1,0,0,0,0,0,0,0
5739,473,2,25,29,1,NA,2221,0,5,0,0,1,0,0,0,0,0,0,0
5758,5773,2,84,8,NA,NA,1620,0,1,0,0,0,0,0,1,0,0,0,0
5775,5313,2,28,2,3,NA,1630,0,1,0,0,0,0,0,1,0,0,0,0
5798,123,2,55,8,NA,NA,1645,0,6,0,0,0,0,1,0,0,0,0,0
5811,8959,2,45,27,1,NA,1288,0,5,0,0,1,0,0,0,0,0,0,0
5899,7856,2,20,6,1,NA,722,0,1,0,0,0,0,0,1,0,0,0,0
5908,11288,2,55,6,NA,NA,2612,0,5,0,0,1,0,0,0,0,0,0,0
5994,2248,2,28,13,1,NA,1911,0,10,0,0,0,0,0,0,0,0,0,1
6007,4448,2,38,20,1,NA,1322,0,2,0,0,0,0,0,0,0,0,1,0
6010,10943,2,45,11,1,NA,1312,0,10,0,0,0,0,0,0,0,0,0,1
6053,7964,2,43,20,1,NA,2464,0,2,0,0,0,0,0,0,0,0,1,0
6057,1490,2,60,14,NA,NA,998,0,8,0,0,0,0,0,0,0,1,0,0
6058,9526,2,50,18,NA,NA,1587,0,1,0,0,0,0,0,1,0,0,0,0
6089,2987,2,64,5,NA,NA,2654,0,5,0,0,1,0,0,0,0,0,0,0
6116,11420,2,23,6,2,NA,1458,0,6,0,0,0,0,1,0,0,0,0,0
6154,9929,2,28,30,3,NA,2267,0,1,0,0,0,0,0,1,0,0,0,0
6160,433,2,65,22,NA,NA,1778,0,6,0,0,0,0,1,0,0,0,0,0
6162,6559,2,28,20,1,NA,1252,0,4,0,0,0,1,0,0,0,0,0,0
6185,388,2,70,11,NA,NA,1414,0,10,0,0,0,0,0,0,0,0,0,1
6218,328,2,28,2,1,NA,1320,0,2,0,0,0,0,0,0,0,0,1,0
6241,2086,2,70,24,NA,NA,738,0,7,1,0,0,0,0,0,0,0,0,0
6275,5184,2,25,18,1,NA,667,0,8,0,0,0,0,0,0,0,1,0,0
6287,5696,2,65,25,NA,NA,1431,0,1,0,0,0,0,0,1,0,0,0,0
6309,5160,2,60,19,NA,NA,1250,0,3,0,0,0,0,0,0,1,0,0,0
6311,3190,2,55,20,NA,NA,1483,0,3,0,0,0,0,0,0,1,0,0,0
6355,6466,2,55,24,NA,NA,1489,0,7,1,0,0,0,0,0,0,0,0,0
6363,799,2,42,30,1,NA,1391,0,1,0,0,0,0,0,1,0,0,0,0
6380,1243,2,25,10,2,NA,750,0,9,0,1,0,0,0,0,0,0,0,0
6386,1363,2,25,4,1,NA,1757,0,7,1,0,0,0,0,0,0,0,0,0
6413,11107,2,30,5,3,NA,913,0,1,0,0,0,0,0,1,0,0,0,0
6414,1166,2,26,5,1,NA,1087,0,5,0,0,1,0,0,0,0,0,0,0
6417,5168,2,26,28,1,NA,2065,0,1,0,0,0,0,0,1,0,0,0,0
6426,4749,2,24,29,1,NA,2037,0,1,0,0,0,0,0,1,0,0,0,0
6427,3126,2,30,13,1,NA,1150,0,3,0,0,0,0,0,0,1,0,0,0
6432,5522,2,35,8,1,NA,1754,0,7,1,0,0,0,0,0,0,0,0,0
6434,5246,2,43,6,1,NA,1544,0,6,0,0,0,0,1,0,0,0,0,0
6443,8282,2,65,3,NA,NA,1245,0,9,0,1,0,0,0,0,0,0,0,0
6513,9321,2,28,1,3,NA,1969,1,8,0,0,0,0,0,0,0,1,0,0
6541,11043,2,18,6,3,NA,2294,0,1,0,0,0,0,0,1,0,0,0,0
6551,11396,2,48,6,1,NA,1613,0,5,0,0,1,0,0,0,0,0,0,0
6587,6349,2,33,25,1,NA,2258,0,9,0,1,0,0,0,0,0,0,0,0
6602,1768,2,35,4,1,NA,1019,0,7,1,0,0,0,0,0,0,0,0,0
6624,8728,2,70,30,NA,NA,1331,0,1,0,0,0,0,0,1,0,0,0,0
6649,11178,2,65,25,NA,NA,1005,0,1,0,0,0,0,0,1,0,0,0,0
